"TIME","GEO","S_ADJ","AGE","SEX","Value"
"2001Q1","Cyprus","Seasonally adjusted data","Total","Total","4.1"
"2001Q2","Cyprus","Seasonally adjusted data","Total","Total","4.0"
"2001Q3","Cyprus","Seasonally adjusted data","Total","Total","3.9"
"2001Q4","Cyprus","Seasonally adjusted data","Total","Total","3.6"
"2002Q1","Cyprus","Seasonally adjusted data","Total","Total","3.4"
"2002Q2","Cyprus","Seasonally adjusted data","Total","Total","3.4"
"2002Q3","Cyprus","Seasonally adjusted data","Total","Total","3.6"
"2002Q4","Cyprus","Seasonally adjusted data","Total","Total","3.7"
"2003Q1","Cyprus","Seasonally adjusted data","Total","Total","3.8"
"2003Q2","Cyprus","Seasonally adjusted data","Total","Total","4.2"
"2003Q3","Cyprus","Seasonally adjusted data","Total","Total","4.2"
"2003Q4","Cyprus","Seasonally adjusted data","Total","Total","4.3"
"2004Q1","Cyprus","Seasonally adjusted data","Total","Total","4.2"
"2004Q2","Cyprus","Seasonally adjusted data","Total","Total","4.5"
"2004Q3","Cyprus","Seasonally adjusted data","Total","Total","4.7"
"2004Q4","Cyprus","Seasonally adjusted data","Total","Total","5.0"
"2005Q1","Cyprus","Seasonally adjusted data","Total","Total","5.2"
"2005Q2","Cyprus","Seasonally adjusted data","Total","Total","5.6"
"2005Q3","Cyprus","Seasonally adjusted data","Total","Total","5.2"
"2005Q4","Cyprus","Seasonally adjusted data","Total","Total","5.4"
"2006Q1","Cyprus","Seasonally adjusted data","Total","Total","5.3"
"2006Q2","Cyprus","Seasonally adjusted data","Total","Total","4.4"
"2006Q3","Cyprus","Seasonally adjusted data","Total","Total","4.1"
"2006Q4","Cyprus","Seasonally adjusted data","Total","Total","4.3"
"2007Q1","Cyprus","Seasonally adjusted data","Total","Total","4.2"
"2007Q2","Cyprus","Seasonally adjusted data","Total","Total","3.7"
"2007Q3","Cyprus","Seasonally adjusted data","Total","Total","4.0"
"2007Q4","Cyprus","Seasonally adjusted data","Total","Total","3.7"
"2008Q1","Cyprus","Seasonally adjusted data","Total","Total","4.0"
"2008Q2","Cyprus","Seasonally adjusted data","Total","Total","3.3"
"2008Q3","Cyprus","Seasonally adjusted data","Total","Total","3.6"
"2008Q4","Cyprus","Seasonally adjusted data","Total","Total","3.6"
"2009Q1","Cyprus","Seasonally adjusted data","Total","Total","4.3"
"2009Q2","Cyprus","Seasonally adjusted data","Total","Total","5.3"
"2009Q3","Cyprus","Seasonally adjusted data","Total","Total","5.7"
"2009Q4","Cyprus","Seasonally adjusted data","Total","Total","6.4"
"2010Q1","Cyprus","Seasonally adjusted data","Total","Total","6.7"
"2010Q2","Cyprus","Seasonally adjusted data","Total","Total","6.5"
"2010Q3","Cyprus","Seasonally adjusted data","Total","Total","6.1"
"2010Q4","Cyprus","Seasonally adjusted data","Total","Total","5.9"
"2011Q1","Cyprus","Seasonally adjusted data","Total","Total","6.8"
"2011Q2","Cyprus","Seasonally adjusted data","Total","Total","7.4"
"2011Q3","Cyprus","Seasonally adjusted data","Total","Total","8.0"
"2011Q4","Cyprus","Seasonally adjusted data","Total","Total","9.4"
"2012Q1","Cyprus","Seasonally adjusted data","Total","Total","10.3"
"2012Q2","Cyprus","Seasonally adjusted data","Total","Total","11.5"
"2012Q3","Cyprus","Seasonally adjusted data","Total","Total","12.4"
"2012Q4","Cyprus","Seasonally adjusted data","Total","Total","13.4"
"2013Q1","Cyprus","Seasonally adjusted data","Total","Total","14.7"
"2013Q2","Cyprus","Seasonally adjusted data","Total","Total","15.8"
"2013Q3","Cyprus","Seasonally adjusted data","Total","Total","16.5"
"2013Q4","Cyprus","Seasonally adjusted data","Total","Total","16.7"
"2014Q1","Cyprus","Seasonally adjusted data","Total","Total","15.8"
"2014Q2","Cyprus","Seasonally adjusted data","Total","Total","15.9"
"2014Q3","Cyprus","Seasonally adjusted data","Total","Total","15.4"
"1995Q1","Latvia","Seasonally adjusted data","Total","Total",":"
"1995Q2","Latvia","Seasonally adjusted data","Total","Total",":"
"1995Q3","Latvia","Seasonally adjusted data","Total","Total",":"
"1995Q4","Latvia","Seasonally adjusted data","Total","Total",":"
"1996Q1","Latvia","Seasonally adjusted data","Total","Total",":"
"1996Q2","Latvia","Seasonally adjusted data","Total","Total",":"
"1996Q3","Latvia","Seasonally adjusted data","Total","Total",":"
"1996Q4","Latvia","Seasonally adjusted data","Total","Total",":"
"1997Q1","Latvia","Seasonally adjusted data","Total","Total",":"
"1997Q2","Latvia","Seasonally adjusted data","Total","Total",":"
"1997Q3","Latvia","Seasonally adjusted data","Total","Total",":"
"1997Q4","Latvia","Seasonally adjusted data","Total","Total",":"
"1998Q1","Latvia","Seasonally adjusted data","Total","Total",":"
"1998Q2","Latvia","Seasonally adjusted data","Total","Total","14.3"
"1998Q3","Latvia","Seasonally adjusted data","Total","Total","13.9"
"1998Q4","Latvia","Seasonally adjusted data","Total","Total","13.7"
"1999Q1","Latvia","Seasonally adjusted data","Total","Total","13.9"
"1999Q2","Latvia","Seasonally adjusted data","Total","Total","13.9"
"1999Q3","Latvia","Seasonally adjusted data","Total","Total","14.1"
"1999Q4","Latvia","Seasonally adjusted data","Total","Total","14.3"
"2000Q1","Latvia","Seasonally adjusted data","Total","Total","14.5"
"2000Q2","Latvia","Seasonally adjusted data","Total","Total","14.3"
"2000Q3","Latvia","Seasonally adjusted data","Total","Total","14.3"
"2000Q4","Latvia","Seasonally adjusted data","Total","Total","14.3"
"2001Q1","Latvia","Seasonally adjusted data","Total","Total","14.0"
"2001Q2","Latvia","Seasonally adjusted data","Total","Total","13.2"
"2001Q3","Latvia","Seasonally adjusted data","Total","Total","13.0"
"2001Q4","Latvia","Seasonally adjusted data","Total","Total","13.6"
"2002Q1","Latvia","Seasonally adjusted data","Total","Total","12.9"
"2002Q2","Latvia","Seasonally adjusted data","Total","Total","13.1"
"2002Q3","Latvia","Seasonally adjusted data","Total","Total","11.8"
"2002Q4","Latvia","Seasonally adjusted data","Total","Total","12.1"
"2003Q1","Latvia","Seasonally adjusted data","Total","Total","11.7"
"2003Q2","Latvia","Seasonally adjusted data","Total","Total","11.7"
"2003Q3","Latvia","Seasonally adjusted data","Total","Total","12.1"
"2003Q4","Latvia","Seasonally adjusted data","Total","Total","11.4"
"2004Q1","Latvia","Seasonally adjusted data","Total","Total","11.8"
"2004Q2","Latvia","Seasonally adjusted data","Total","Total","11.4"
"2004Q3","Latvia","Seasonally adjusted data","Total","Total","11.5"
"2004Q4","Latvia","Seasonally adjusted data","Total","Total","11.5"
"2005Q1","Latvia","Seasonally adjusted data","Total","Total","11.2"
"2005Q2","Latvia","Seasonally adjusted data","Total","Total","10.5"
"2005Q3","Latvia","Seasonally adjusted data","Total","Total","9.8"
"2005Q4","Latvia","Seasonally adjusted data","Total","Total","8.8"
"2006Q1","Latvia","Seasonally adjusted data","Total","Total","8.0"
"2006Q2","Latvia","Seasonally adjusted data","Total","Total","7.4"
"2006Q3","Latvia","Seasonally adjusted data","Total","Total","6.4"
"2006Q4","Latvia","Seasonally adjusted data","Total","Total","6.5"
"2007Q1","Latvia","Seasonally adjusted data","Total","Total","6.6"
"2007Q2","Latvia","Seasonally adjusted data","Total","Total","6.2"
"2007Q3","Latvia","Seasonally adjusted data","Total","Total","6.1"
"2007Q4","Latvia","Seasonally adjusted data","Total","Total","5.8"
"2008Q1","Latvia","Seasonally adjusted data","Total","Total","6.5"
"2008Q2","Latvia","Seasonally adjusted data","Total","Total","6.7"
"2008Q3","Latvia","Seasonally adjusted data","Total","Total","8.1"
"2008Q4","Latvia","Seasonally adjusted data","Total","Total","10.7"
"2009Q1","Latvia","Seasonally adjusted data","Total","Total","13.6"
"2009Q2","Latvia","Seasonally adjusted data","Total","Total","16.6"
"2009Q3","Latvia","Seasonally adjusted data","Total","Total","18.9"
"2009Q4","Latvia","Seasonally adjusted data","Total","Total","19.9"
"2010Q1","Latvia","Seasonally adjusted data","Total","Total","20.6"
"2010Q2","Latvia","Seasonally adjusted data","Total","Total","19.9"
"2010Q3","Latvia","Seasonally adjusted data","Total","Total","18.7"
"2010Q4","Latvia","Seasonally adjusted data","Total","Total","17.9"
"2011Q1","Latvia","Seasonally adjusted data","Total","Total","17.3"
"2011Q2","Latvia","Seasonally adjusted data","Total","Total","16.7"
"2011Q3","Latvia","Seasonally adjusted data","Total","Total","15.9"
"2011Q4","Latvia","Seasonally adjusted data","Total","Total","15.6"
"2012Q1","Latvia","Seasonally adjusted data","Total","Total","15.7"
"2012Q2","Latvia","Seasonally adjusted data","Total","Total","15.6"
"2012Q3","Latvia","Seasonally adjusted data","Total","Total","14.3"
"2012Q4","Latvia","Seasonally adjusted data","Total","Total","13.9"
"2013Q1","Latvia","Seasonally adjusted data","Total","Total","12.7"
"2013Q2","Latvia","Seasonally adjusted data","Total","Total","11.8"
"2013Q3","Latvia","Seasonally adjusted data","Total","Total","11.7"
"2013Q4","Latvia","Seasonally adjusted data","Total","Total","11.5"
"2014Q1","Latvia","Seasonally adjusted data","Total","Total","11.4"
"2014Q2","Latvia","Seasonally adjusted data","Total","Total","10.8"
"2014Q3","Latvia","Seasonally adjusted data","Total","Total",":"
"1995Q1","Lithuania","Seasonally adjusted data","Total","Total",":"
"1995Q2","Lithuania","Seasonally adjusted data","Total","Total",":"
"1995Q3","Lithuania","Seasonally adjusted data","Total","Total",":"
"1995Q4","Lithuania","Seasonally adjusted data","Total","Total",":"
"1996Q1","Lithuania","Seasonally adjusted data","Total","Total",":"
"1996Q2","Lithuania","Seasonally adjusted data","Total","Total",":"
"1996Q3","Lithuania","Seasonally adjusted data","Total","Total",":"
"1996Q4","Lithuania","Seasonally adjusted data","Total","Total",":"
"1997Q1","Lithuania","Seasonally adjusted data","Total","Total",":"
"1997Q2","Lithuania","Seasonally adjusted data","Total","Total",":"
"1997Q3","Lithuania","Seasonally adjusted data","Total","Total",":"
"1997Q4","Lithuania","Seasonally adjusted data","Total","Total",":"
"1998Q1","Lithuania","Seasonally adjusted data","Total","Total","14.0"
"1998Q2","Lithuania","Seasonally adjusted data","Total","Total","13.6"
"1998Q3","Lithuania","Seasonally adjusted data","Total","Total","12.4"
"1998Q4","Lithuania","Seasonally adjusted data","Total","Total","13.0"
"1999Q1","Lithuania","Seasonally adjusted data","Total","Total","13.5"
"1999Q2","Lithuania","Seasonally adjusted data","Total","Total","13.9"
"1999Q3","Lithuania","Seasonally adjusted data","Total","Total","15.2"
"1999Q4","Lithuania","Seasonally adjusted data","Total","Total","15.9"
"2000Q1","Lithuania","Seasonally adjusted data","Total","Total","15.6"
"2000Q2","Lithuania","Seasonally adjusted data","Total","Total","16.5"
"2000Q3","Lithuania","Seasonally adjusted data","Total","Total","17.0"
"2000Q4","Lithuania","Seasonally adjusted data","Total","Total","16.6"
"2001Q1","Lithuania","Seasonally adjusted data","Total","Total","17.7"
"2001Q2","Lithuania","Seasonally adjusted data","Total","Total","17.5"
"2001Q3","Lithuania","Seasonally adjusted data","Total","Total","16.8"
"2001Q4","Lithuania","Seasonally adjusted data","Total","Total","17.5"
"2002Q1","Lithuania","Seasonally adjusted data","Total","Total","15.9"
"2002Q2","Lithuania","Seasonally adjusted data","Total","Total","13.5"
"2002Q3","Lithuania","Seasonally adjusted data","Total","Total","12.9"
"2002Q4","Lithuania","Seasonally adjusted data","Total","Total","12.8"
"2003Q1","Lithuania","Seasonally adjusted data","Total","Total","12.5"
"2003Q2","Lithuania","Seasonally adjusted data","Total","Total","13.0"
"2003Q3","Lithuania","Seasonally adjusted data","Total","Total","12.4"
"2003Q4","Lithuania","Seasonally adjusted data","Total","Total","11.8"
"2004Q1","Lithuania","Seasonally adjusted data","Total","Total","11.4"
"2004Q2","Lithuania","Seasonally adjusted data","Total","Total","10.9"
"2004Q3","Lithuania","Seasonally adjusted data","Total","Total","10.8"
"2004Q4","Lithuania","Seasonally adjusted data","Total","Total","10.5"
"2005Q1","Lithuania","Seasonally adjusted data","Total","Total","9.5"
"2005Q2","Lithuania","Seasonally adjusted data","Total","Total","9.0"
"2005Q3","Lithuania","Seasonally adjusted data","Total","Total","7.7"
"2005Q4","Lithuania","Seasonally adjusted data","Total","Total","7.0"
"2006Q1","Lithuania","Seasonally adjusted data","Total","Total","6.4"
"2006Q2","Lithuania","Seasonally adjusted data","Total","Total","5.8"
"2006Q3","Lithuania","Seasonally adjusted data","Total","Total","5.8"
"2006Q4","Lithuania","Seasonally adjusted data","Total","Total","5.1"
"2007Q1","Lithuania","Seasonally adjusted data","Total","Total","4.4"
"2007Q2","Lithuania","Seasonally adjusted data","Total","Total","4.3"
"2007Q3","Lithuania","Seasonally adjusted data","Total","Total","4.2"
"2007Q4","Lithuania","Seasonally adjusted data","Total","Total","4.1"
"2008Q1","Lithuania","Seasonally adjusted data","Total","Total","4.2"
"2008Q2","Lithuania","Seasonally adjusted data","Total","Total","4.4"
"2008Q3","Lithuania","Seasonally adjusted data","Total","Total","6.4"
"2008Q4","Lithuania","Seasonally adjusted data","Total","Total","8.3"
"2009Q1","Lithuania","Seasonally adjusted data","Total","Total","10.7"
"2009Q2","Lithuania","Seasonally adjusted data","Total","Total","13.3"
"2009Q3","Lithuania","Seasonally adjusted data","Total","Total","14.9"
"2009Q4","Lithuania","Seasonally adjusted data","Total","Total","16.3"
"2010Q1","Lithuania","Seasonally adjusted data","Total","Total","17.3"
"2010Q2","Lithuania","Seasonally adjusted data","Total","Total","18.2"
"2010Q3","Lithuania","Seasonally adjusted data","Total","Total","18.2"
"2010Q4","Lithuania","Seasonally adjusted data","Total","Total","17.6"
"2011Q1","Lithuania","Seasonally adjusted data","Total","Total","16.8"
"2011Q2","Lithuania","Seasonally adjusted data","Total","Total","15.8"
"2011Q3","Lithuania","Seasonally adjusted data","Total","Total","15.2"
"2011Q4","Lithuania","Seasonally adjusted data","Total","Total","13.8"
"2012Q1","Lithuania","Seasonally adjusted data","Total","Total","13.7"
"2012Q2","Lithuania","Seasonally adjusted data","Total","Total","13.7"
"2012Q3","Lithuania","Seasonally adjusted data","Total","Total","13.2"
"2012Q4","Lithuania","Seasonally adjusted data","Total","Total","13.0"
"2013Q1","Lithuania","Seasonally adjusted data","Total","Total","12.6"
"2013Q2","Lithuania","Seasonally adjusted data","Total","Total","12.0"
"2013Q3","Lithuania","Seasonally adjusted data","Total","Total","11.4"
"2013Q4","Lithuania","Seasonally adjusted data","Total","Total","11.2"
"2014Q1","Lithuania","Seasonally adjusted data","Total","Total","11.6"
"2014Q2","Lithuania","Seasonally adjusted data","Total","Total","11.4"
"2014Q3","Lithuania","Seasonally adjusted data","Total","Total","11.4"
"1995Q1","Luxembourg","Seasonally adjusted data","Total","Total","2.9"
"1995Q2","Luxembourg","Seasonally adjusted data","Total","Total","2.8"
"1995Q3","Luxembourg","Seasonally adjusted data","Total","Total","2.8"
"1995Q4","Luxembourg","Seasonally adjusted data","Total","Total","2.9"
"1996Q1","Luxembourg","Seasonally adjusted data","Total","Total","3.0"
"1996Q2","Luxembourg","Seasonally adjusted data","Total","Total","3.1"
"1996Q3","Luxembourg","Seasonally adjusted data","Total","Total","2.8"
"1996Q4","Luxembourg","Seasonally adjusted data","Total","Total","2.8"
"1997Q1","Luxembourg","Seasonally adjusted data","Total","Total","2.6"
"1997Q2","Luxembourg","Seasonally adjusted data","Total","Total","2.6"
"1997Q3","Luxembourg","Seasonally adjusted data","Total","Total","2.7"
"1997Q4","Luxembourg","Seasonally adjusted data","Total","Total","2.9"
"1998Q1","Luxembourg","Seasonally adjusted data","Total","Total","2.8"
"1998Q2","Luxembourg","Seasonally adjusted data","Total","Total","2.8"
"1998Q3","Luxembourg","Seasonally adjusted data","Total","Total","2.6"
"1998Q4","Luxembourg","Seasonally adjusted data","Total","Total","2.5"
"1999Q1","Luxembourg","Seasonally adjusted data","Total","Total","2.4"
"1999Q2","Luxembourg","Seasonally adjusted data","Total","Total","2.4"
"1999Q3","Luxembourg","Seasonally adjusted data","Total","Total","2.4"
"1999Q4","Luxembourg","Seasonally adjusted data","Total","Total","2.4"
"2000Q1","Luxembourg","Seasonally adjusted data","Total","Total","2.4"
"2000Q2","Luxembourg","Seasonally adjusted data","Total","Total","2.3"
"2000Q3","Luxembourg","Seasonally adjusted data","Total","Total","2.3"
"2000Q4","Luxembourg","Seasonally adjusted data","Total","Total","2.0"
"2001Q1","Luxembourg","Seasonally adjusted data","Total","Total","1.8"
